county,make,month,model_year,vehicle_count
Kitsap,TOYOTA,12,2012,9
Kitsap,TOYOTA,12,2013,6
Kitsap,TOYOTA,12,2014,2
Kitsap,TOYOTA,12,2017,11
Kitsap,TOYOTA,12,2018,14
Kitsap,TOYOTA,12,2019,3
Kitsap,TOYOTA,12,2020,6
Kitsap,TOYOTA,12,2021,2
Kitsap,VOLKSWAGEN,1,2015,5
Kitsap,VOLKSWAGEN,1,2016,2
Kitsap,VOLKSWAGEN,1,2017,4
Kitsap,VOLKSWAGEN,1,2019,2
Kitsap,VOLKSWAGEN,2,2016,4
Kitsap,VOLKSWAGEN,2,2019,6
Kitsap,VOLKSWAGEN,3,2016,2
Kitsap,VOLKSWAGEN,3,2019,1
Kitsap,VOLKSWAGEN,4,2015,1
Kitsap,VOLKSWAGEN,4,2019,2
Kitsap,VOLKSWAGEN,4,2021,4
Kitsap,VOLKSWAGEN,5,2015,1
Kitsap,VOLKSWAGEN,5,2016,2
Kitsap,VOLKSWAGEN,5,2018,1
Kitsap,VOLKSWAGEN,5,2019,3
Kitsap,VOLKSWAGEN,6,2015,2
Kitsap,VOLKSWAGEN,7,2015,1
Kitsap,VOLKSWAGEN,7,2016,5
Kitsap,VOLKSWAGEN,7,2019,1
Kitsap,VOLKSWAGEN,8,2015,2
Kitsap,VOLKSWAGEN,8,2016,4
Kitsap,VOLKSWAGEN,8,2018,2
Kitsap,VOLKSWAGEN,8,2019,3
Kitsap,VOLKSWAGEN,9,2016,5
Kitsap,VOLKSWAGEN,9,2019,4
Kitsap,VOLKSWAGEN,10,2016,6
Kitsap,VOLKSWAGEN,10,2019,10
Kitsap,VOLKSWAGEN,11,2015,1
Kitsap,VOLKSWAGEN,11,2019,5
Kitsap,VOLKSWAGEN,12,2015,6
Kitsap,VOLKSWAGEN,12,2016,2
Kitsap,VOLKSWAGEN,12,2019,6
Kitsap,VOLVO,1,2016,4
Kitsap,VOLVO,1,2017,5
Kitsap,VOLVO,1,2018,3
Kitsap,VOLVO,1,2019,1
Kitsap,VOLVO,2,2016,1
Kitsap,VOLVO,2,2017,4
Kitsap,VOLVO,2,2018,8
Kitsap,VOLVO,2,2019,3
Kitsap,VOLVO,3,2016,4
Kitsap,VOLVO,3,2017,2
Kitsap,VOLVO,3,2018,6
Kitsap,VOLVO,3,2019,2
Kitsap,VOLVO,4,2016,6
Kitsap,VOLVO,4,2018,6
Kitsap,VOLVO,4,2019,1
Kitsap,VOLVO,5,2016,4
Kitsap,VOLVO,5,2018,3
Kitsap,VOLVO,5,2021,8
Kitsap,VOLVO,6,2016,4
Kitsap,VOLVO,6,2018,3
Kitsap,VOLVO,6,2019,2
Kitsap,VOLVO,7,2016,4
Kitsap,VOLVO,7,2018,4
Kitsap,VOLVO,7,2019,1
Kitsap,VOLVO,8,2016,1
Kitsap,VOLVO,8,2019,6
Kitsap,VOLVO,9,2017,2
Kitsap,VOLVO,9,2019,7
Kitsap,VOLVO,10,2016,1
Kitsap,VOLVO,10,2018,11
Kitsap,VOLVO,10,2019,5
Kitsap,VOLVO,11,2016,1
Kitsap,VOLVO,11,2018,8
Kitsap,VOLVO,12,2016,4
Kitsap,VOLVO,12,2018,11
Kitsap,VOLVO,12,2019,2
Pierce,AUDI,1,2016,13
Pierce,AUDI,1,2017,7
Pierce,AUDI,1,2019,2
Pierce,AUDI,1,2021,8
Pierce,AUDI,2,2016,4
Pierce,AUDI,2,2017,3
Pierce,AUDI,2,2018,5
Pierce,AUDI,2,2019,7
Pierce,AUDI,2,2020,6
Pierce,AUDI,2,2021,4
Pierce,AUDI,3,2016,3
Pierce,AUDI,3,2017,3
Pierce,AUDI,3,2018,2
Pierce,AUDI,3,2020,6
Pierce,AUDI,3,2021,16
Pierce,AUDI,4,2016,8
Pierce,AUDI,4,2017,6
Pierce,AUDI,4,2018,5
Pierce,AUDI,4,2019,3
Pierce,AUDI,4,2020,7
Pierce,AUDI,4,2021,22
Pierce,AUDI,5,2016,2
Pierce,AUDI,5,2017,14
Pierce,AUDI,5,2018,6
Pierce,AUDI,5,2019,14
Pierce,AUDI,5,2020,1
Pierce,AUDI,5,2021,10
Pierce,AUDI,6,2016,6
Pierce,AUDI,6,2017,2
Pierce,AUDI,6,2018,7
Pierce,AUDI,6,2019,12
Pierce,AUDI,6,2020,6
Pierce,AUDI,7,2016,6
Pierce,AUDI,7,2017,3
Pierce,AUDI,7,2018,1
Pierce,AUDI,7,2019,17
Pierce,AUDI,8,2016,7
Pierce,AUDI,8,2017,2
Pierce,AUDI,8,2018,1
Pierce,AUDI,8,2019,1
Pierce,AUDI,8,2020,6
Pierce,AUDI,9,2016,10
Pierce,AUDI,9,2017,2
Pierce,AUDI,9,2018,3
Pierce,AUDI,9,2019,11
Pierce,AUDI,9,2020,4
Pierce,AUDI,10,2016,9
Pierce,AUDI,10,2017,2
Pierce,AUDI,10,2018,4
Pierce,AUDI,10,2019,14
Pierce,AUDI,10,2020,8
Pierce,AUDI,11,2016,1
Pierce,AUDI,11,2017,1
Pierce,AUDI,11,2019,2
Pierce,AUDI,11,2020,1
Pierce,AUDI,11,2021,2
Pierce,AUDI,12,2016,5
Pierce,AUDI,12,2017,5
Pierce,AUDI,12,2018,2
Pierce,AUDI,12,2019,4
Pierce,AUDI,12,2020,3
Pierce,AUDI,12,2021,6
Pierce,BMW,1,2014,18
Pierce,BMW,1,2015,15
Pierce,BMW,1,2016,39
Pierce,BMW,1,2017,38
Pierce,BMW,1,2018,23
Pierce,BMW,1,2019,3
Pierce,BMW,1,2021,7
Pierce,BMW,2,2014,20
Pierce,BMW,2,2015,13
Pierce,BMW,2,2016,18
Pierce,BMW,2,2017,30
Pierce,BMW,2,2018,18
Pierce,BMW,2,2019,2
Pierce,BMW,2,2020,3
Pierce,BMW,2,2021,2
Pierce,BMW,3,2014,37
Pierce,BMW,3,2015,21
Pierce,BMW,3,2016,18
Pierce,BMW,3,2017,34
Pierce,BMW,3,2018,20
Pierce,BMW,3,2019,1
Pierce,BMW,3,2021,8
Pierce,BMW,4,2014,40
Pierce,BMW,4,2015,16
Pierce,BMW,4,2016,27
Pierce,BMW,4,2017,34
Pierce,BMW,4,2018,29
Pierce,BMW,4,2019,1
Pierce,BMW,4,2020,2
Pierce,BMW,4,2021,4
Pierce,BMW,5,2014,34
Pierce,BMW,5,2015,12
Pierce,BMW,5,2016,19
Pierce,BMW,5,2017,26
Pierce,BMW,5,2018,21
Pierce,BMW,5,2019,9
Pierce,BMW,5,2020,3
Pierce,BMW,5,2021,6
Pierce,BMW,6,2014,27
Pierce,BMW,6,2015,10
Pierce,BMW,6,2016,20
Pierce,BMW,6,2017,27
Pierce,BMW,6,2018,8
Pierce,BMW,6,2019,3
Pierce,BMW,6,2020,4
Pierce,BMW,7,2014,5
Pierce,BMW,7,2015,16
Pierce,BMW,7,2016,33
Pierce,BMW,7,2017,21
Pierce,BMW,7,2018,26
Pierce,BMW,7,2019,4
Pierce,BMW,8,2014,17
Pierce,BMW,8,2015,14
Pierce,BMW,8,2016,70
Pierce,BMW,8,2017,15
Pierce,BMW,8,2018,17
Pierce,BMW,8,2019,2
Pierce,BMW,8,2020,2
Pierce,BMW,9,2014,34
Pierce,BMW,9,2015,33
Pierce,BMW,9,2016,39
Pierce,BMW,9,2017,11
Pierce,BMW,9,2018,19
Pierce,BMW,9,2019,5
Pierce,BMW,9,2020,4
Pierce,BMW,10,2014,35
Pierce,BMW,10,2015,22
Pierce,BMW,10,2016,18
Pierce,BMW,10,2017,19
Pierce,BMW,10,2018,29
Pierce,BMW,10,2019,5
Pierce,BMW,10,2021,2
Pierce,BMW,11,2014,36
Pierce,BMW,11,2015,26
Pierce,BMW,11,2016,11
Pierce,BMW,11,2017,21
Pierce,BMW,11,2018,12
Pierce,BMW,11,2019,7
Pierce,BMW,11,2020,1
Pierce,BMW,11,2021,8
Pierce,BMW,12,2014,17
Pierce,BMW,12,2015,18
Pierce,BMW,12,2016,31
Pierce,BMW,12,2017,29
Pierce,BMW,12,2018,15
Pierce,BMW,12,2019,1
Pierce,BMW,12,2020,2
Pierce,CADILLAC,1,2014,4
Pierce,CADILLAC,1,2016,2
Pierce,CADILLAC,2,2014,6
Pierce,CADILLAC,3,2014,14
Pierce,CADILLAC,3,2018,1
Pierce,CADILLAC,4,2014,11
Pierce,CADILLAC,4,2016,6
Pierce,CADILLAC,4,2018,3
Pierce,CADILLAC,5,2014,4
Pierce,CADILLAC,6,2014,5
Pierce,CADILLAC,7,2014,7
Pierce,CADILLAC,8,2014,4
Pierce,CADILLAC,8,2018,3
Pierce,CADILLAC,9,2014,2
Pierce,CADILLAC,9,2018,1
Pierce,CADILLAC,10,2014,2
Pierce,CADILLAC,10,2018,8
Pierce,CADILLAC,11,2014,5
Pierce,CADILLAC,11,2016,2
Pierce,CADILLAC,12,2014,3
Pierce,CADILLAC,12,2016,3
Pierce,CADILLAC,12,2018,2
Pierce,CHEVROLET,1,2011,10
Pierce,CHEVROLET,1,2012,74
Pierce,CHEVROLET,1,2013,135
Pierce,CHEVROLET,1,2014,70
Pierce,CHEVROLET,1,2015,51
Pierce,CHEVROLET,1,2016,9
Pierce,CHEVROLET,1,2017,103
Pierce,CHEVROLET,1,2018,53
Pierce,CHEVROLET,1,2019,26
Pierce,CHEVROLET,1,2020,14
Pierce,CHEVROLET,2,2011,13
Pierce,CHEVROLET,2,2012,72
Pierce,CHEVROLET,2,2013,116
Pierce,CHEVROLET,2,2014,62
Pierce,CHEVROLET,2,2015,34
Pierce,CHEVROLET,2,2016,7
Pierce,CHEVROLET,2,2017,86
Pierce,CHEVROLET,2,2018,24
Pierce,CHEVROLET,2,2019,17
Pierce,CHEVROLET,2,2020,29
Pierce,CHEVROLET,3,2011,7
Pierce,CHEVROLET,3,2012,79
Pierce,CHEVROLET,3,2013,104
Pierce,CHEVROLET,3,2014,51
Pierce,CHEVROLET,3,2015,39
Pierce,CHEVROLET,3,2016,18
Pierce,CHEVROLET,3,2017,106
Pierce,CHEVROLET,3,2018,41
Pierce,CHEVROLET,3,2019,21
Pierce,CHEVROLET,3,2020,48
Pierce,CHEVROLET,3,2021,8
Pierce,CHEVROLET,4,2011,1
Pierce,CHEVROLET,4,2012,91
Pierce,CHEVROLET,4,2013,59
Pierce,CHEVROLET,4,2014,69
Pierce,CHEVROLET,4,2015,27
Pierce,CHEVROLET,4,2016,7
Pierce,CHEVROLET,4,2017,107
Pierce,CHEVROLET,4,2018,65
Pierce,CHEVROLET,4,2019,25
Pierce,CHEVROLET,4,2020,25
Pierce,CHEVROLET,4,2021,18
Pierce,CHEVROLET,5,2011,6
Pierce,CHEVROLET,5,2012,82
Pierce,CHEVROLET,5,2013,57
Pierce,CHEVROLET,5,2014,81
Pierce,CHEVROLET,5,2015,27
Pierce,CHEVROLET,5,2016,13
Pierce,CHEVROLET,5,2017,107
Pierce,CHEVROLET,5,2018,46
Pierce,CHEVROLET,5,2019,21
Pierce,CHEVROLET,5,2020,5
Pierce,CHEVROLET,5,2021,14
Pierce,CHEVROLET,6,2011,1
Pierce,CHEVROLET,6,2012,66
Pierce,CHEVROLET,6,2013,69
Pierce,CHEVROLET,6,2014,62
Pierce,CHEVROLET,6,2015,28
Pierce,CHEVROLET,6,2016,17
Pierce,CHEVROLET,6,2017,104
Pierce,CHEVROLET,6,2018,37
Pierce,CHEVROLET,6,2019,12
Pierce,CHEVROLET,6,2020,4
Pierce,CHEVROLET,7,2011,7
Pierce,CHEVROLET,7,2012,74
Pierce,CHEVROLET,7,2013,75
Pierce,CHEVROLET,7,2014,51
Pierce,CHEVROLET,7,2015,23
Pierce,CHEVROLET,7,2016,11
Pierce,CHEVROLET,7,2017,80
Pierce,CHEVROLET,7,2018,30
Pierce,CHEVROLET,7,2019,14
Pierce,CHEVROLET,7,2020,10
Pierce,CHEVROLET,8,2011,10
Pierce,CHEVROLET,8,2012,86
Pierce,CHEVROLET,8,2013,102
Pierce,CHEVROLET,8,2014,72
Pierce,CHEVROLET,8,2015,31
Pierce,CHEVROLET,8,2016,21
Pierce,CHEVROLET,8,2017,89
Pierce,CHEVROLET,8,2018,27
Pierce,CHEVROLET,8,2019,15
Pierce,CHEVROLET,8,2020,4
Pierce,CHEVROLET,9,2011,8
Pierce,CHEVROLET,9,2012,67
Pierce,CHEVROLET,9,2013,126
Pierce,CHEVROLET,9,2014,51
Pierce,CHEVROLET,9,2015,26
Pierce,CHEVROLET,9,2016,22
Pierce,CHEVROLET,9,2017,119
Pierce,CHEVROLET,9,2018,14
Pierce,CHEVROLET,9,2019,25
Pierce,CHEVROLET,9,2020,16
Pierce,CHEVROLET,10,2011,2
Pierce,CHEVROLET,10,2012,39
Pierce,CHEVROLET,10,2013,157
Pierce,CHEVROLET,10,2014,47
Pierce,CHEVROLET,10,2015,40
Pierce,CHEVROLET,10,2016,19
Pierce,CHEVROLET,10,2017,127
Pierce,CHEVROLET,10,2018,29
Pierce,CHEVROLET,10,2019,41
Pierce,CHEVROLET,10,2020,16
Pierce,CHEVROLET,11,2011,6
Pierce,CHEVROLET,11,2012,70
Pierce,CHEVROLET,11,2013,94
Pierce,CHEVROLET,11,2014,34
Pierce,CHEVROLET,11,2015,50
Pierce,CHEVROLET,11,2016,4
Pierce,CHEVROLET,11,2017,119
Pierce,CHEVROLET,11,2018,28
Pierce,CHEVROLET,11,2019,28
Pierce,CHEVROLET,11,2020,10
Pierce,CHEVROLET,12,2011,4
Pierce,CHEVROLET,12,2012,53
Pierce,CHEVROLET,12,2013,126
Pierce,CHEVROLET,12,2014,53
Pierce,CHEVROLET,12,2015,29
Pierce,CHEVROLET,12,2016,6
Pierce,CHEVROLET,12,2017,145
Pierce,CHEVROLET,12,2018,26
Pierce,CHEVROLET,12,2019,21
Pierce,CHEVROLET,12,2020,7
Pierce,CHRYSLER,1,2017,1
Pierce,CHRYSLER,1,2018,29
Pierce,CHRYSLER,1,2019,2
Pierce,CHRYSLER,1,2020,6
Pierce,CHRYSLER,2,2018,20
Pierce,CHRYSLER,2,2019,2
Pierce,CHRYSLER,2,2020,1
Pierce,CHRYSLER,2,2021,6
Pierce,CHRYSLER,3,2018,24
Pierce,CHRYSLER,3,2019,16
Pierce,CHRYSLER,3,2020,6
Pierce,CHRYSLER,3,2021,14
Pierce,CHRYSLER,4,2017,1
Pierce,CHRYSLER,4,2018,41
Pierce,CHRYSLER,4,2020,6
Pierce,CHRYSLER,4,2021,14
Pierce,CHRYSLER,5,2018,34
Pierce,CHRYSLER,5,2020,5
Pierce,CHRYSLER,5,2021,14
Pierce,CHRYSLER,6,2017,6
Pierce,CHRYSLER,6,2018,26
Pierce,CHRYSLER,6,2020,4
Pierce,CHRYSLER,7,2017,1
Pierce,CHRYSLER,7,2018,18
Pierce,CHRYSLER,7,2020,2
Pierce,CHRYSLER,8,2017,4
Pierce,CHRYSLER,8,2018,21
Pierce,CHRYSLER,8,2019,4
Pierce,CHRYSLER,8,2020,2
Pierce,CHRYSLER,9,2017,12
Pierce,CHRYSLER,9,2018,14
Pierce,CHRYSLER,9,2019,1
Pierce,CHRYSLER,9,2020,6
Pierce,CHRYSLER,10,2017,3
Pierce,CHRYSLER,10,2018,28
Pierce,CHRYSLER,10,2019,2
Pierce,CHRYSLER,10,2020,6
Pierce,CHRYSLER,11,2017,2
Pierce,CHRYSLER,11,2018,23
Pierce,CHRYSLER,11,2020,12
Pierce,CHRYSLER,12,2017,3
Pierce,CHRYSLER,12,2018,15
Pierce,CHRYSLER,12,2020,11
Pierce,FIAT,1,2013,9
Pierce,FIAT,1,2014,2
Pierce,FIAT,1,2015,12
Pierce,FIAT,1,2016,1
Pierce,FIAT,1,2017,4
Pierce,FIAT,2,2013,9
Pierce,FIAT,2,2014,1
Pierce,FIAT,2,2015,9
Pierce,FIAT,2,2016,1
Pierce,FIAT,2,2017,8
Pierce,FIAT,3,2013,2
Pierce,FIAT,3,2014,4
Pierce,FIAT,3,2015,5
Pierce,FIAT,3,2016,1
Pierce,FIAT,3,2017,9
Pierce,FIAT,4,2013,10
Pierce,FIAT,4,2014,7
Pierce,FIAT,4,2015,7
Pierce,FIAT,4,2016,3
Pierce,FIAT,4,2017,6
Pierce,FIAT,5,2013,2
Pierce,FIAT,5,2014,5
Pierce,FIAT,5,2015,19
Pierce,FIAT,5,2016,5
Pierce,FIAT,5,2017,1
Pierce,FIAT,6,2014,7
Pierce,FIAT,6,2015,2
Pierce,FIAT,6,2016,1
Pierce,FIAT,6,2017,4
Pierce,FIAT,7,2013,6
Pierce,FIAT,7,2014,2
Pierce,FIAT,7,2015,7
Pierce,FIAT,7,2017,2
Pierce,FIAT,8,2013,2
Pierce,FIAT,8,2014,3
Pierce,FIAT,8,2015,18
Pierce,FIAT,8,2016,1
Pierce,FIAT,8,2017,4
Pierce,FIAT,9,2013,11
Pierce,FIAT,9,2014,7
Pierce,FIAT,9,2015,14
Pierce,FIAT,9,2016,4
Pierce,FIAT,10,2013,6
Pierce,FIAT,10,2014,3
Pierce,FIAT,10,2015,14
Pierce,FIAT,10,2016,6
Pierce,FIAT,10,2017,3
Pierce,FIAT,11,2013,2
Pierce,FIAT,11,2014,5
Pierce,FIAT,11,2015,1
Pierce,FIAT,11,2016,5
Pierce,FIAT,11,2017,2
Pierce,FIAT,12,2013,5
Pierce,FIAT,12,2014,4
Pierce,FIAT,12,2015,4
Pierce,FIAT,12,2016,4
Pierce,FIAT,12,2017,5
Pierce,FISKER,1,2012,7
Pierce,FISKER,2,2012,4
Pierce,FISKER,3,2012,1
Pierce,FISKER,4,2012,3
Pierce,FISKER,5,2012,1
Pierce,FISKER,11,2012,2
Pierce,FISKER,12,2012,2
Pierce,FORD,1,2013,74
Pierce,FORD,1,2014,52
Pierce,FORD,1,2015,88
Pierce,FORD,1,2016,54
Pierce,FORD,1,2017,38
Pierce,FORD,1,2018,15
Pierce,FORD,1,2019,7
Pierce,FORD,1,2021,2
Pierce,FORD,2,2013,49
Pierce,FORD,2,2014,52
Pierce,FORD,2,2015,36
Pierce,FORD,2,2016,38
Pierce,FORD,2,2017,32
Pierce,FORD,2,2018,12
Pierce,FORD,2,2019,5
Pierce,FORD,2,2021,8
Pierce,FORD,3,2013,63
Pierce,FORD,3,2014,52
Pierce,FORD,3,2015,69
Pierce,FORD,3,2016,55
Pierce,FORD,3,2017,38
Pierce,FORD,3,2019,5
Pierce,FORD,3,2020,3
Pierce,FORD,3,2021,10
Pierce,FORD,4,1999,1
Pierce,FORD,4,2013,96
Pierce,FORD,4,2014,77
Pierce,FORD,4,2015,69
Pierce,FORD,4,2016,68
Pierce,FORD,4,2017,35
Pierce,FORD,4,2018,4
Pierce,FORD,4,2020,4
Pierce,FORD,4,2021,26
Pierce,FORD,5,2013,86
Pierce,FORD,5,2014,59
Pierce,FORD,5,2015,57
Pierce,FORD,5,2016,89
Pierce,FORD,5,2017,27
Pierce,FORD,5,2018,4
Pierce,FORD,5,2019,4
Pierce,FORD,5,2021,22
Pierce,FORD,6,2013,68
Pierce,FORD,6,2014,90
Pierce,FORD,6,2015,42
Pierce,FORD,6,2016,64
Pierce,FORD,6,2017,17
Pierce,FORD,6,2019,2
Pierce,FORD,6,2020,4
Pierce,FORD,7,2013,64
Pierce,FORD,7,2014,89
Pierce,FORD,7,2015,32
Pierce,FORD,7,2016,47
Pierce,FORD,7,2017,23
Pierce,FORD,7,2019,2
Pierce,FORD,8,2013,83
Pierce,FORD,8,2014,86
Pierce,FORD,8,2015,45
Pierce,FORD,8,2016,48
Pierce,FORD,8,2017,43
Pierce,FORD,8,2018,4
Pierce,FORD,8,2019,1
Pierce,FORD,9,1999,1
Pierce,FORD,9,2013,54
Pierce,FORD,9,2014,72
Pierce,FORD,9,2015,61
Pierce,FORD,9,2016,56
Pierce,FORD,9,2017,37
Pierce,FORD,9,2018,2
Pierce,FORD,9,2019,5
Pierce,FORD,9,2020,4
Pierce,FORD,10,1999,1
Pierce,FORD,10,2013,47
Pierce,FORD,10,2014,88
Pierce,FORD,10,2015,71
Pierce,FORD,10,2016,59
Pierce,FORD,10,2017,43
Pierce,FORD,10,2018,2
Pierce,FORD,10,2019,13
Pierce,FORD,11,2013,51
Pierce,FORD,11,2014,74
Pierce,FORD,11,2015,71
Pierce,FORD,11,2016,61
Pierce,FORD,11,2017,33
Pierce,FORD,11,2018,5
Pierce,FORD,11,2019,6
Pierce,FORD,11,2020,2
Pierce,FORD,12,2013,88
Pierce,FORD,12,2014,41
Pierce,FORD,12,2015,73
Pierce,FORD,12,2016,44
Pierce,FORD,12,2017,45
Pierce,FORD,12,2018,6
Pierce,FORD,12,2019,5
Pierce,HONDA,1,2018,37
Pierce,HONDA,1,2019,2
Pierce,HONDA,1,2020,4
Pierce,HONDA,2,2018,20
Pierce,HONDA,2,2020,1
Pierce,HONDA,3,2018,20
Pierce,HONDA,3,2020,2
Pierce,HONDA,4,2018,36
Pierce,HONDA,4,2020,3
Pierce,HONDA,5,2018,29
Pierce,HONDA,6,2018,31
Pierce,HONDA,6,2020,2
Pierce,HONDA,7,2018,8
Pierce,HONDA,7,2019,2
Pierce,HONDA,8,2014,2
Pierce,HONDA,8,2018,20
Pierce,HONDA,9,2018,10
Pierce,HONDA,10,2018,21
Pierce,HONDA,10,2020,8
Pierce,HONDA,11,2018,16
Pierce,HONDA,11,2019,3
Pierce,HONDA,12,2018,15
Pierce,HONDA,12,2019,1
Pierce,HONDA,12,2020,2
Pierce,HYUNDAI,1,2016,41
Pierce,HYUNDAI,1,2020,8
Pierce,HYUNDAI,2,2016,34
Pierce,HYUNDAI,2,2017,2
Pierce,HYUNDAI,2,2020,5
Pierce,HYUNDAI,3,2016,55
Pierce,HYUNDAI,3,2020,7
Pierce,HYUNDAI,4,2016,51
Pierce,HYUNDAI,4,2019,2
Pierce,HYUNDAI,4,2020,8
Pierce,HYUNDAI,4,2021,6
Pierce,HYUNDAI,5,2016,53
Pierce,HYUNDAI,5,2019,6
Pierce,HYUNDAI,5,2020,4
Pierce,HYUNDAI,5,2021,4
Pierce,HYUNDAI,6,2016,44
Pierce,HYUNDAI,7,2016,51
Pierce,HYUNDAI,7,2017,2
Pierce,HYUNDAI,7,2019,2
Pierce,HYUNDAI,7,2020,6
Pierce,HYUNDAI,8,2016,51
Pierce,HYUNDAI,8,2019,1
Pierce,HYUNDAI,8,2020,2
Pierce,HYUNDAI,9,2016,33
Pierce,HYUNDAI,9,2017,2
Pierce,HYUNDAI,9,2019,1
Pierce,HYUNDAI,9,2020,2
Pierce,HYUNDAI,10,2016,49
Pierce,HYUNDAI,10,2017,3
Pierce,HYUNDAI,10,2019,2
Pierce,HYUNDAI,10,2020,4
Pierce,HYUNDAI,11,2016,48
Pierce,HYUNDAI,12,2016,66
Pierce,HYUNDAI,12,2017,4
Pierce,HYUNDAI,12,2019,3
Pierce,HYUNDAI,12,2020,6
Pierce,JAGUAR,1,2019,8
Pierce,JAGUAR,1,2020,2
Pierce,JAGUAR,2,2019,8
Pierce,JAGUAR,2,2020,1
Pierce,JAGUAR,3,2019,3
Pierce,JAGUAR,3,2020,4
Pierce,JAGUAR,4,2020,2
Pierce,JAGUAR,7,2019,4
Pierce,JAGUAR,8,2019,2
Pierce,JAGUAR,10,2020,2
Pierce,JAGUAR,11,2020,2
Pierce,JAGUAR,12,2020,2
Pierce,JEEP,5,2021,16
Pierce,KIA,1,2015,3
Pierce,KIA,1,2016,25
Pierce,KIA,1,2017,75
Pierce,KIA,1,2018,4
Pierce,KIA,1,2019,59
Pierce,KIA,1,2020,14
Pierce,KIA,2,2016,32
Pierce,KIA,2,2017,79
Pierce,KIA,2,2018,8
Pierce,KIA,2,2019,46
Pierce,KIA,2,2020,14
Pierce,KIA,3,2016,29
Pierce,KIA,3,2017,127
Pierce,KIA,3,2018,12
Pierce,KIA,3,2019,28
Pierce,KIA,3,2020,12
Pierce,KIA,4,2015,2
Pierce,KIA,4,2016,30
Pierce,KIA,4,2017,153
Pierce,KIA,4,2018,11
Pierce,KIA,4,2019,26
Pierce,KIA,4,2020,8
Pierce,KIA,5,2015,3
Pierce,KIA,5,2016,26
Pierce,KIA,5,2017,136
Pierce,KIA,5,2018,12
Pierce,KIA,5,2019,34
Pierce,KIA,5,2020,11
Pierce,KIA,5,2021,2
Pierce,KIA,6,2016,17
Pierce,KIA,6,2017,149
Pierce,KIA,6,2018,11
Pierce,KIA,6,2019,26
Pierce,KIA,7,2015,4
Pierce,KIA,7,2016,15
Pierce,KIA,7,2017,134
Pierce,KIA,7,2018,6
Pierce,KIA,7,2019,23
Pierce,KIA,7,2020,6
Pierce,KIA,8,2016,22
Pierce,KIA,8,2017,178
Pierce,KIA,8,2018,17
Pierce,KIA,8,2019,22
Pierce,KIA,9,2016,21
Pierce,KIA,9,2017,115
Pierce,KIA,9,2018,7
Pierce,KIA,9,2019,34
Pierce,KIA,9,2020,2
Pierce,KIA,10,2016,41
Pierce,KIA,10,2017,146
Pierce,KIA,10,2018,6
Pierce,KIA,10,2019,34
Pierce,KIA,10,2020,4
Pierce,KIA,11,2016,35
Pierce,KIA,11,2017,90
Pierce,KIA,11,2018,1
Pierce,KIA,11,2019,33
Pierce,KIA,11,2020,4
Pierce,KIA,12,2015,4
Pierce,KIA,12,2016,32
Pierce,KIA,12,2017,74
Pierce,KIA,12,2018,4
Pierce,KIA,12,2019,54
Pierce,KIA,12,2020,4
Pierce,LAND ROVER,1,2020,2
Pierce,LAND ROVER,4,2020,2
Pierce,LAND ROVER,5,2021,2
Pierce,LAND ROVER,10,2020,2
Pierce,LAND ROVER,12,2020,2
Pierce,LINCOLN,5,2020,1
Pierce,LINCOLN,6,2020,2
Pierce,LINCOLN,8,2020,2
Pierce,LINCOLN,12,2020,2
Pierce,MERCEDES-BENZ,1,2015,1
Pierce,MERCEDES-BENZ,1,2019,1
Pierce,MERCEDES-BENZ,2,2014,2
Pierce,MERCEDES-BENZ,2,2015,2
Pierce,MERCEDES-BENZ,2,2019,2
Pierce,MERCEDES-BENZ,3,2014,1
Pierce,MERCEDES-BENZ,3,2015,2
Pierce,MERCEDES-BENZ,4,2015,2
Pierce,MERCEDES-BENZ,4,2017,2
Pierce,MERCEDES-BENZ,4,2019,4
Pierce,MERCEDES-BENZ,6,2019,2
Pierce,MERCEDES-BENZ,7,2015,1
Pierce,MERCEDES-BENZ,7,2018,2
Pierce,MERCEDES-BENZ,7,2019,2
Pierce,MERCEDES-BENZ,7,2020,2
Pierce,MERCEDES-BENZ,8,2014,3
Pierce,MERCEDES-BENZ,8,2015,3
Pierce,MERCEDES-BENZ,8,2018,3
Pierce,MERCEDES-BENZ,9,2016,3
Pierce,MERCEDES-BENZ,9,2018,2
Pierce,MERCEDES-BENZ,10,2014,3
Pierce,MERCEDES-BENZ,10,2018,1
Pierce,MERCEDES-BENZ,10,2019,4
Pierce,MERCEDES-BENZ,11,2015,2
Pierce,MINI,1,2018,4
Pierce,MINI,1,2019,2
Pierce,MINI,2,2018,5
Pierce,MINI,2,2019,1
Pierce,MINI,3,2018,6
Pierce,MINI,4,2018,5
Pierce,MINI,4,2021,2
Pierce,MINI,5,2018,2
Pierce,MINI,5,2019,3
Pierce,MINI,5,2021,1
Pierce,MINI,5,2022,4
Pierce,MINI,6,2019,7
Pierce,MINI,7,2019,2
Pierce,MINI,7,2021,2
Pierce,MINI,8,2019,9
Pierce,MINI,9,2019,6
Pierce,MINI,10,2018,4
Pierce,MINI,10,2019,3
Pierce,MINI,10,2021,4
Pierce,MINI,11,2018,4
Pierce,MINI,11,2019,5
Pierce,MINI,11,2021,4
Pierce,MINI,12,2018,7
Pierce,MINI,12,2019,5
Pierce,MITSUBISHI,1,2012,8
Pierce,MITSUBISHI,1,2018,7
Pierce,MITSUBISHI,1,2019,8
